dataset,origin,id,doc,summ,model_name,cut,error_type,annotated_span
CLIFF,xsum,32539063,"We are aware that this interactive video may not work on some older browsers. You can find a non-interactive version of the content below. In this interactive video, Robert Opie-the founder of the Museum of Brands, Packaging and Advertising in London-outlines some of the main reasons why we change what we buy. The arrival of the domestic freezer, of washing powder, and of cheaper imports all affected the sort of items on sale and popular among UK consumers. The interactive elements to this video also explore how ownership and ranking of some of the biggest brands in the UK is changing. The video works best in full screen Click on the links below to read the extra information used in this video in a non-interactive format: What in the world does China own? Top tips on freezing food, BBC Good Food Annual survey ranking the top 20 consumer brands in the UK Museum of Brands, Packaging and Advertising","The way we buy things has changed dramatically in the UK over the past 50 years, according to research by the Museum of Brands.",BART,test,"['extrinsic-NP', 'intrinsic-NP']","['the past 50 years', 'Museum of Brands']"
CLIFF,xsum,37471830,"The first incident saw a 71-year-old woman from Sandyhills tricked by someone claiming to work for BT. Now a woman in Stranraer has lost money to a caller who said he was contacting her about problems with her internet. He claimed to be from BT technical support and gained remote access to her computer to take the cash. The Sandyhills incident happened on 15 September with the Stranraer con taking place seven days later. PC Siobhan Pellett said:""The ease with which these people seem to be able to gain access to their victim's computer is frightening and the sums of money being taken are substantial.""We are asking people to be very, very careful when answering a cold call from someone who tries to gain remote access to their computer in order to rectify an alleged fault.""Our message is worth repeating once again that people should never, never give out any banking details or account numbers over the telephone.""Banks, building societies and reputable businesses never ask for this information.""","Two elderly women have been conned out of more than ?¡°o 10,000 in two separate cold call scams, police have said.",BART,val,['extrinsic-NP'],"['more than 10,000']"
CLIFF,xsum,40642906,"Duffy, 37, has joined the third-placed Championship side on a one-year contract after leaving Swinton Lions. The Scotland assistant coach will lead Featherstone in their final league game against Toulouse on Saturday before the upcoming Super 8 Qualifiers.""He is a fantastic coach and we are very excited to see how his reign here unfolds,"" chairman Mark Campbell said.""We believe he has done a remarkable job in extremely difficult circumstances at Swinton and he deserves a great deal of credit for his efforts there."" Duffy, who played for Leigh, Widnes and Salford during a 16-year playing career, has been replaced by his former assistant Stuart Littler at fellow Championship side Swinton.",Featherstone Rovers have appointed Kevin Duffy as their new head coach on a two-year deal.,BART,test,['extrinsic-NP'],"['Kevin', 'two-year']"
CLIFF,xsum,28328378,"Firefighters spent several days at the site in Duncan Street following the blaze on 2 March, which reduced train services and caused travel delays. The Environment Agency (EA) suspended Recovered Fuels Shipping Limited from accepting waste after the fire. The firm was""broadly compliant"" with fire safety law, the fire service said. Recovered Fuels Shipping Limited, whose site was run by Asset and Land Group, could not be contacted for a comment. It has until 7 August to appeal the decision. Greater Manchester Fire and Rescue Service (GMFRS) visited the premises nine times in the last 12 months. Geoff Harris, GMFRS area manager, said:""The site operators, Asset and Land, have been broadly compliant with fire safety legislation throughout that time."" The fire service raised concerns to the EA in February over the impact a fire could have on nearby residents, transport and the environment.""The EA were very interested in our concerns, which resulted in our fire safety officers conducting joint visits to the site with EA staff, the EA decided to take enforcement action against the site operators,"" Mr Harris said. An EA spokesman said:""After consideration of all the facts relating to the company and the site, the EA has now decided to revoke the environmental permit.""Subject to any appeal, the revocation takes effect on 7 August, which means after that date the company will no longer be able to operate from that site. The company is still required to remove all the waste."" The cause of the fire remains undetermined.",An environmental agency has revoked the permit of a recycling site in Manchester which was the scene of a major fire last month.,BART,test,['extrinsic-NP'],['last month']
CLIFF,xsum,26381454,"Pro-Kremlin party A Just Russia put forward both bills, and linked them directly to the situation in Ukraine. Separatist and pro-Russian feelings are strong in Ukraine's Crimea region, which is now the focus of the crisis. Russian MPs say a referendum or a plea from a territory's leaders would be enough to trigger the new provisions. There are already many Russian citizens in Crimea. In Sevastopol, base of the Russian Black Sea Fleet, a majority hold Russian passports. Under Russia's existing law, a neighbouring state would have to sign a treaty with Russia to allow part of its territory to become a new""subject"" of the Russian Federation. But Mikhail Yemelyanov, deputy leader of A Just Russia, said the law had been drafted for peaceful times, and did not go far enough for situations where a state was falling apart.""In conditions where a neighbouring state is disintegrating I don't think the Russian Federation should be restricted in its ability to accept a territory whose people have expressed a clear will and desire to be in Russia,"" he said. Since Russia's war with Georgia in 2008, the breakaway Georgian territories of Abkhazia and South Ossetia have come under Moscow's control. Russia poured troops into both regions to help pro-Russian separatists who did not recognise Georgia's authority. The other bill to be considered by the Duma-Russia's lower house-would speed up the procedures for issuing Russian passports. Passport applicants would not have to pay a state tax, and previous residence in Russia would no longer be required. In addition, they would not have to have sufficient funds to support themselves and would not have to give up their Ukrainian citizenship. The bill's preamble says it is aimed""at supporting the fraternal people of Ukraine, especially the Russian-speaking ones, who are defenceless in the face of the'brown threat',"" a reference to World War Two fascists who wore brown uniforms. The bill would allow Ukrainians to apply for Russian passports at Russian diplomatic missions before 1 August, and they could become citizens after two months, instead of waiting a year, as is currently the norm. The plan to have a new fast-track procedure for issuing Russian passports was announced in Sevastopol on Thursday by A Just Russia leader Sergei Mironov. Several Russian MPs have also gone to Crimea, including Russian celebrities-former Olympic ice skating champion Irina Rodnina, former cosmonaut Valentina Tereshkova and heavyweight boxer Nikolai Valuev.","Russia's upper house of parliament, the Duma, is to consider two bills that would allow Russia to take over parts of neighbouring states'territory if they wish to secede.",BART,val,['extrinsic-NP'],['upper house of parliament']
CLIFF,xsum,36404868,"It says something for the way the team have fallen from past greatness that the result they are talking about is the fourth row of the grid-or the third if things go especially well-and some decent points. This, from a team that has won 182 grands prix, at a win rate of 23.18%, 12 drivers'world championships, and eight constructors'titles. And which still, despite its dire current results, has two world champions in the cockpit-one of them, Fernando Alonso, arguably the best on the grid. Listen: Dennis on Alonso, loyalty & mentality The slump started in 2013, when McLaren lost its way on chassis design, but still had the best engine. Now, the team seem to have got their mojo back with the car but the problems lie with the Honda power-unit. This is a far cry from the previous era of one of the most famous partnerships in F1-it is with Honda that McLaren achieved their greatest successes of an illustrious history. In 1988, they swept a season like no-one has since, even Mercedes. With the two best drivers in the world in their cars, Ayrton Senna and Alain Prost, they won 15 of the 16 races. They dominated the next four years, before spending several years in the doldrums-a dip at times as bad as the latest one-before more resounding success, with Mika Hakkinen and Mercedes engines in 1998-99. Amazingly, the team's last constructors'title was in the first of those two years of victories with the'flying Finn'. They should have won it again, in 2007, when Alonso and Lewis Hamilton were team-mates and finished agonisingly tied in the championship, a single point behind the winner, Kimi Raikkonen of Ferrari. But although the team scored more points than any other, McLaren were kicked out of the constructors'championship that year-and fined $100m-after being found guilty of benefitting from their illegal possession of reams of Ferrari technical information. There was another scandal two years later-this time dubbed'lie-gate'-after Hamilton and sporting director Dave Ryan were found to have misled the stewards at the Australian Grand Prix. This led to a humiliating public apology from Hamilton, and the sack for Ryan. Until 2012, when Hamilton and team-mate Jenson Button won seven races between them, the victories kept coming, but other than Hamilton's in 2008, the titles dried up-and now the wins have, too. In many ways, their current predicament is nothing surprising. McLaren's F1 history has, like those of many long-term participants, been a cycle of triumph and decline. Their first decade, following the team's establishment by the New Zealand F1 driver Bruce McLaren was spent building up the team into an increasingly powerful force, a process that continued despite the founder's death in a testing crash in 1970. Their maiden title came in 1974, with the Brazilian Emerson Fittipaldi. Another followed two years later, courtesy of James Hunt in his now-famous battle with Ferrari's Niki Lauda. But then the team began to slip backwards, left behind by the technology of the time. Rather like now. So alarming was the dip in form that main sponsor Marlboro engineered a coup, bringing on board Ron Dennis, first as co-team boss. He took complete control shortly afterwards and has held it ever since, in one role or another. Dennis built the team up to its first period of real domination in 1984-5, followed by the Honda era, then a partnership with Mercedes, before stepping back in 2009, only to take back control after the team's disastrous 2013 season. So far, his return has not had its intended effect. But is McLaren in a period of slow-some would even say terminal-decline? Or are the good times around the corner again? Dennis insists it is only a matter of time before success will return. It is McLaren, he told BBC Sport in an interview to mark the team's golden anniversary, who will break Mercedes'hegemony in F1, and become the next team after the German giants to win the title. This, after all, is why Alonso returned to the team in 2015-a decision widely questioned at the time because of the difficult relationship he had with Dennis when they worked together in 2007. The Spanish two-time champion left Ferrari because he felt they would never get there; joined McLaren partly because there was nowhere else to go, but also because he felt the renewed Honda partnership was his best chance to win an elusive third title in the end. Dennis and his lieutenants believe they are in the process of arresting the slide, that the car is among the very best this year, and that next year Honda-who last year re-entered F1 too soon-will ensure their engine is, too. They can see the progress, they say, and it is only a matter of time before they again deliver""championships, plural"", as Dennis puts it. But right now, belief is all they have. And on it rests not only a successful end to the career of one of the sport's greatest ever drivers, but also the reputation of one of its greatest names. Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox."," It's been a long time coming,'says Ron Dennis, the chairman of McLaren-Honda, when asked about the team's poor form at this weekend's Spanish Grand Prix.",BART,test,['intrinsic-entire_sent'],"[""'It's been a long time coming,'says Ron Dennis, the chairman of McLaren-Honda, when asked about the team's poor form at this weekend's Spanish Grand Prix.""]"
CLIFF,xsum,35074007,"Let's not forget the traditional argument with your other half about whose job it was to buy all the batteries for the children's new toys-which are currently a source of tension because nobody can turn them on. Am I right? If that sounds all too familiar and you fancy keeping the whole thing a bit more spiritual this year without giving up your gadgets, here are five ways to enjoy Christmas online: Everyday Church Online, which launched in the UK in September, runs virtual services every Sunday for a net-based congregation from around the world. Everyone's invited to log on and chat while a recorded sermon is streamed. So far, people from 61 different countries have logged on, according to online pastor Darren Parker.""There are lots of reasons why people can't get to church on a Sunday so we thought we would bring the church to them,"" he says.""The chat room is like the foyer of a church."" Virtual prayer requests received from the global congregation have included: Its first Christmas theme is Star Wars, the subject of three festive sermons.""We found some real truths [in the franchise] which compare to Christmas,"" says Mr Parker.""The new Star Wars is called The Force Awakens. Our sermons are called The Hope Awakens-it's about awakening hope for humanity."" The Star Wars sermon will be running throughout the day on the church's website. Guardians of Ancora is a recently launched, free-to-play fantasy game available on Android, iPhone and Kindle platforms. It's developed by the same people behind the young people's group the Scripture Union. The game is aimed at eight to 11-year-olds and director Terry Clutterham says 45,000 were playing within four months of its release.""Ancora is a weird, wonderful, amazing place but it is a fictional space where children enter as guardians,"" he says.""The problem with Ancora is that the light has been stolen from that world, so there is darkness around.""It's the role of the guardians to rediscover the lost treasured stories which are the stories of the Bible... and those stories help to light up the world."" You get the idea. Special content created for Christmas includes two new Bible-themed quests in which players find the birth of the baby Jesus. There are lots of very charming nativity videos out there but it's not easy to rack up the hits. German marketing company Viral.de had huge success with its 2010 video The Digital Story of Nativity, which has so far been viewed almost six million times. There are no actors, no animals, and not even a stable. The whole story is told in the form of Facebook status updates, tweets, Google searches and Foursquare check-ins. Highlights include one""Joseph Carpenter"" buying a cow and a donkey on Farmville before uploading a baby picture, which looks suspiciously like a Christmas card. The Churches Advertising Network also had a respectable go-Christmas Starts with a Baby's Giggle, which features a modern-day couple sitting in a trendy living room with their baby, only for the scenery behind them to keep changing eras until they are Mary and Joseph in the stable. So far, it has been viewed about 250,000 times.""It's pretty good-we're not John Lewis, we're a group of Christians with a very small budget,"" explains Frances Goodwin, who chairs the network.""The message is that Christmas is the same today as it was 2,000 years ago."" However, according to a report in the Daily Mail, the charity's attempt to get the ad screened at cinemas was thwarted when the organisation that sells screen rejected it for being""too religious"". After distributing more than three million printed books and nearly five million booklets telling Old Testament stories in the genre of Japanese cult cartoon form Manga, the company Next Manga has just launched its work in app and e-book form-so far, only in the English language. The book containing its version of the nativity is called the Manga Messiah. It is available in 33 different languages-25,000 copies of the Arabic version were recently sent to Syrian and Libyan refugees.""We see it as a unique opportunity to share a message of hope and peace with these people who have suffered so much,"" says founder Roald Lidal.""One third of all publications are in Manga form in Japan,"" adds Mr Lidal, who lived in the country for 45 years.""There is a Manga for every age and every type of person. It seemed very difficult to proclaim the message of the Bible without using Manga."" As if you needed the excuse. But lots of groups are using platforms like Facebook, Twitter and Instagram to connect with their communities, especially at this time of year.""I don't see that much these days of trying to share the Gospel in 140 characters,"" says Kevin Bennett of Christian media group Premier.""The Church is mostly trying to just drop thoughts in, get people to fix their gaze on something a little bit higher for a second and maybe consider things that are a bit more spiritual rather than earthly.""""Jesus would definitely be on Twitter,"" adds Jules Middleton, blogger and mission pastor at The Point Church in Burgess Hill, West Sussex.""He was a great communicator."" Sounds like a seal of approval to me.","Christmas can be a stressful time of year for many of us-the turkey, the presents, the tree, the decorations, the mulled wine and, of course, the carols.",BART,test,['intrinsic-entire_sent'],"['Christmas can be a stressful time of year for many of us-the turkey, the presents, the tree, the decorations, the mulled wine and, of course, the carols.']"
CLIFF,xsum,34743526,"Investing Solutions received those benefit payments over the past two years by finding properties for single homeless men. The charity, Fresh Start Housing, finds clients from London homeless charities. Neither the charity nor the company act illegally, but a homeless group says the relationship is""a new low"". Investing Solutions said""the bulk"" of their rents get passed to private landlords, while Fresh Start said they referred clients to both Investing Solutions and private landlords. The letting agent makes money by putting several unrelated people in one house and charging housing benefit for each person, rather than the property. Therefore, the total benefit payout is higher than the rent fee passed on to the property's landlord. Both Investing Solutions and Fresh Start are based in the same building, a storage unit in south London. Records held at Companies House show Investing Solutions was set up in 2002 by Samir Patel, who then set up Fresh Start Housing in 2010. The documents say the charity would help""the needs of current and ex-offenders with a wider goal to reduce poverty, sickness and distress"". Operating across seven London boroughs, Investing Solutions is one of the largest recipients of housing benefit in the UK, making the venture hugely profitable. In one property we visited, Investing Solutions was claiming ?¡°o2,114 per month in housing benefit for two tenants. The owner of the house was getting ?¡°o1,150 per month, giving the agency an annual gross profit of ?¡°o11,568 on the one property. The company focuses on providing housing to single homeless men over the age of 35, saying that is because this is the group facing""the greatest challenges in accessing accommodation"". But housing benefit legislation allows people aged 35 and over to be housed in private rather than shared accommodation. In the boroughs in which Investing Solutions operates, that means they can charge up to ?¡°o260 per week for each private room. One of the tenants, Nigel McCann, was living in a homeless shelter when he was referred to Fresh Start Housing. They passed him to Investing Solutions who housed him in several properties that he describes as wholly unsuitable-various problems included lack of heating and hot water, rats and damp. He says he had to remove 28 bags of rubbish from one house to begin to make it habitable. Mr McCann said he became aware of how profitable Investing Solutions was after he did some work for them in 2014.""It's all about the money, it's not about the people,"" he added.""I thought inspections would be made."" Nearly half the money that Investing Solutions has received over the past two years has been paid by Wandsworth Council in south London, which has paid the lettings agency more than ?¡°o2.1m. The council said it has a""dedicated Private Sector Housing Team who provide specialist advice to both landlords and tenants to ensure the private rented sector in the borough is safe, secure and affordable"". Matt Downie, of homeless charity Crisis, said:""We've heard many examples of poor practice amongst letting agents as well as good practice. But this idea of having a charity tacked on to poor practice is a new low."" Samir Patel said in a statement that Fresh Start Housing was an independent charity with its own board of trustees. He also said the majority of the properties used were sourced from private sector landlords""who, to make exceedingly clear, own the properties. The simple point being, the bulk of the rents gets passed to our private sector landlord clients"". He also said his company was""genuinely concerned by some of your allegations concerning the state of one of our landlord client's property"". Fresh Start Housing told us it had housed 788 homeless people since it was founded and 222 homeless people in the last 12 months, including re-housed tenants. It also said it did not have""authority from the relevant parties"" to reveal how many were housed with Investing Solutions. A spokeswoman for the Department for Communities and Local Government said local authorities were responsible for""rigorously safe-guarding taxpayers'money, with dedicated investigations and inspection teams for private sector housing"".","Lettings agency Investing Solutions has been paid more than ?¡°o 2.1 m in housing benefit by a London charity, the BBC has learned.",BART,test,['intrinsic-NP'],['London charity']
CLIFF,xsum,37207414,"London 2012 Olympian Andrew Lawrence scored 14 points while NBA player Ben Gordon added 13. Coach Joe Prunty's team led for most of the first three quarters before being overhauled by their guests in the last 10 minutes of a well-contested game. GB now begin their Eurobasket qualifying campaign with a game in Hungary in midweek.""The key to the qualifiers will be completing on every play. We have to make sure that we're going as hard as we can on both ends of the floor,"" Prunty told BBC Sport.""I think at times tonight we lost a little of our fire."" Prunty turned to his strongest line-up in the final warm-up match before he cuts the roster for the six-game qualifying programme. GB led 35-24 on Lawrence's three in the second quarter but the Dutch took the lead early in the third. Gordon then hit three threes in a row-his first points of the game-to restore GB's advantage. Netherlands, who were led by 18 points from Worthy De Jong, scored the first 10 points of the fourth quarter to lead 71-60 and held on to win despite the hosts'comeback in the last six minutes. Prunty was pleased with the contribution of Gordon, a player who has joined the team despite missing out on the place available to him for London 2012. He said:""You're always trying to find to your rhythm as a player and with one another. I thought he [Gordon] had a good showing tonight, he certainly had a very good stretch in the third quarter.""",Great Britain's men's Eurobasket qualifying campaign got off to a losing start with a 76-71 defeat by the Netherlands in their final warm-up game in Belfast.,BART,val,['extrinsic-NP'],"['76-71', 'Belfast']"
CLIFF,xsum,40883148,"The former five-weight world champion submitted a necessary waiver to the Nevada Athletic Commission (NAC) on Wednesday, hours before the deadline. The NAC, which sanctioned the bout, told BBC Sport it expected to receive a request from McGregor on Wednesday. NAC rules state fights at 154 lbs require 10oz gloves and the matter will now be debated on 16 August. Lighter gloves offer less cushioning for the hands but theoretically lead to punches being more punishing. Last week Mayweather posted an Instagram message stating:""I'll be wearing 8oz Grant gloves."" But the undefeated fighter-who will come out of retirement for the bout-had not submitted a necessary waiver document at that stage. Instead, his team had asked the authorities what the process of using lighter gloves entailed. At the time, NAC executive director Bob Bennett told BBC Sport he had never seen a move to 8oz gloves at 154lbs before. Rules state that 10oz gloves are used from 135lbs upwards but bouts between 135lbs and 147lbs can use 8oz gloves if waivers are signed and the NAC feels the move is justified.""Even if they are both in agreement, our number one policy is the health and safety of the fighters,"" said Bennett.""To deviate from our regulations at a difference of 7lbs would be for the chairman and commissioners to determine."" During his UFC career, McGregor has used 4oz gloves and he welcomed Mayweather's Instagram post last week, stating:""I am coming sprinting at you with bricks. Know that. Brittle hands."" The NAC will debate the matter publicly before announcing its decision. McGregor, 29, will make his boxing debut in what could be the richest fight in history. The UFC lightweight champion's move from the octagon to the ring to face Mayweather, 40, has prompted criticism from major boxing personalities such as Oscar De La Hoya and Gennady Golovkin. But Bennett says he studied a""litany of information"" on the Irishman before telling his chairman there were""several reasons to approve the fight"". Bennett said that McGregor's UFC rival Nate Diaz played a role in him forming his opinion.""I spoke to Virgil Hunter, who trains many top fighters and has worked with the likes of Andre Ward,"" said Bennett.""He used Nate Diaz a dozen times for sparring and said he rated him as an outstanding boxer.""Then you put Nate in the ring with Conor and Conor knocks him down with several shots. Add in that Conor has a granite-like chin, add in that he's 12 years younger than Floyd, and add in that he's taller and longer.""Floyd is probably one of the smartest fighters, he has the art of getting in getting shots and getting out. But he hasn't knocked anyone out in 10 years. Ricky Hatton was probably the last one in 2007 because when he KO'd Victor Ortiz in 2010, he wasn't defending himself.""That in essence is it. There were several reasons to approve this fight."" McGregor floored Diaz three times on his way to a points win in August 2016, avenging a defeat via submission five months earlier. Since sanctioning the fight, Bennett has had access to three videos showing McGregor's progress and told BBC Sport:""He's good to go."" He also advised McGregor's camp to employ a boxing referee in order to feel comfortable with the rules, advice which led to the hiring of Hall of Fame official Joe Cortez, 73. Cortez said he oversaw an""out of control"" sparring session between McGregor and Paulie Malignaggi. The former two-weight world champion has since left the camp after reacting angrily to images of him on the canvas during a sparring session.","Conor McGregor is set to be allowed to use 8oz gloves in his boxing debut against Floyd Mayweather in Las Vegas on 26 August, the Nevada commission has confirmed.",BART,val,"['intrinsic-predicate', 'intrinsic-NP', 'extrinsic-NP']","['Conor McGregor is set to be allowed', 'Floyd Mayweather', 'Las Vegas', '26 August']"
